ItemID,Product,Brand,SellPrice,CostPrice
1869,besIrande0.90603229938347,Ka53T<K8f.2M94Yd,789,93
1870,besghrill0.205472830606826,NiPea$n|Eu@<@>'L,173,130
1871,besC-noir0.041302712204464,NiPea$n|Eu@<@>'L,1282,150
1872,besU-race0.504512912282451,NiPea$n|Eu@<@>'L,362,70
1873,besHblack0.988327004125282,NiPea$n|Eu@<@>'L,1017,42
1874,beyb-info0.672987524009585,"Bea""G#A`|s)Rk3;c",780,485
1875,beyessage0.136536988570099,"Bea""G#A`|s)Rk3;c",542,118
1876,bial-info0.68883709454506,Exa~e4sZi*|fpD<^,546,92
1877,bigJ-info0.366140914788587,Fi6Y<)|nZo`._9XA,804,397
1878,bikIvideo0.420925983406005,HB*T|@Eu!kF~}ZR2,956,57
1879,billement0.9972935922794,ThD-$sB;o)n;TcIm,954,45
1880,bilq-info0.0551920698163568,NiPea$n|Eu@<@>'L,647,262
1881,bilEvideo0.00614441087034467,"Ja9<1F2\::?C,$Z=",1004,109
1882,bil[hirts0.00829390527015295,"RE,i$(A@(I;/C|T0",708,85
1883,bilJz43420.211018684356917,"Relp\+KJ?D,cWw0P",652,139
1884,bilF-info0.307112410247602,PosUVcF|$&/C0_<r,1135,401
1885,bilSlease0.963722482334417,"Vag9""-Z=gN30ND@[",211,117
1886,binv-info0.808390796613867,"Au~batJ,;f.6lL:q",724,498
1887,blaBughts0.792464658027037,BlW5ts7TVJ\DKli,1271,345
1888,blaz-abel0.890309827095118,Th~wq}<NB.'aa1%m,120,99
1889,blaF-info0.238790637825802,Exa~e4sZi*|fpD<^,435,232
1890,blaFvideo0.634889051148004,Al_w1b7Rgo1[d5(t,736,56
1891,bla_power0.238016688891724,BLU^gvqT;'>'by.H,596,440
1892,bla_watch0.521621976301274,Ne=:l%8x/P<_.o/U,383,148
1893,bla_ition0.332048612670197,"Ac8IJsKH,4xtY.Tk",1088,318
1894,bleIlease0.12369494513168,"Vag9""-Z=gN30ND@[",1063,377
1895,bli`tatue0.631550361398302,"To{he^Wb.xvE#E},",1292,292
1896,blosatboy0.447327320604974,AlY>1T/YzMG&[g<,832,481
1897,bluG-info0.417291415002953,KaCP;@|RO4]\r9'',680,127
1898,bmwcvideo0.0912866386855685,"BMh._Fx~""+dbZy|,",274,266
1899,bmw[rades0.324814303213433,Mo~HGuCqZC<n7di,735,482
1900,bmwsaunch0.388855825794474,"BMh._Fx~""+dbZy|,",494,270
1901,bobc-info0.7554272871641,"BoJmlDA""J>GDp<X=",268,180
1902,bod_-info0.154515716460289,NiPea$n|Eu@<@>'L,590,55
1903,bonToodie0.724070814724718,Ku?b:9vAv5Q;!&!I,946,430
1904,botCkbook0.175497848712496,Lo:}7^:YFSc4xYIs,293,179
1905,botKation0.0168492618346271,"Bo,.sBb5u?We2$>D",501,450
1906,braStuned0.442605408446512,Me}_[8WU)-c8ZZ5C,681,193
1907,braLtails0.773684736153464,"BrDD!7Yg@jc""uls8",866,291
1908,broa-info0.46665243838704,Soa!teP|jRV[MDkX,392,274
1909,broQkbook0.0444911573671528,Lo:}7^:YFSc4xYIs,1134,493
1910,bruBvideo0.242034027309577,"Br\1n&(u""Dc!}hHq",1072,100
1911,bryNtream0.713700489763496,Dr|vm[-5p~56Y\mk,1159,275
1912,bugq-look0.825907825094333,Bu$~Otu@%CYMyEB\,480,480
1913,bugY-info0.941473004814603,CoGXb3uT&^.NE9Qn,983,119
1914,buiLeiled0.555943340246141,BuSji3Q'F@:MU1%h,939,451
1915,burt-sail0.286780655341128,"Jo?$J}r_""0#/!m:",1062,398
1916,burVvideo0.370430315127875,"Jo?$J}r_""0#/!m:",1186,205
1917,burf-info0.0891218144040702,JaV*ZT?_OHp[#qO-,1003,393
1918,burU-life0.782448624036405,"Di/77""OQ~6c%C4?Z",1095,164
1919,burSarter0.676886967255984,"Ki*H;Kc=~(""Rr+r",649,159
1920,butXation0.150421540676174,"Bu3f77tBT7)e,op",913,61
1921,cacb-look0.126244887254904,NiPea$n|Eu@<@>'L,525,305
1922,calm-info0.0666682135150304,HB?H:J^S0~R&dr'k,1246,432
1923,calpailer0.982894313938623,Tr${eq-L$R[d6j\_,931,419
1924,calVusive0.879882061026646,Ac7_=1_CT3l2<xHx,250,102
1925,calF-news0.888657426295593,go@c<p.bPWb1nLrF,1080,142
1926,camirsary0.397522955165211,"Ca4_}f""=l`G4m;Q7",792,76
1927,canL-news0.799451211035601,EntA}Jv0:d]sn=:J,347,299
1928,canzpaign0.144645381494651,"CanI!>\Hx741&,4O",1355,253
1929,capT-news0.895958200575149,"Pe_X5clpx5,65u\(",513,474
1930,carbviral0.406448737489938,Ca${#qDnh8IHS@Ye,824,208
1931,carD-info0.665187726822388,"Relp\+KJ?D,cWw0P",1052,80
1932,carQction0.904208718638094,Wae3Jy6[wA3Y#k7h,914,112
1933,carElease0.214734410734234,"Ca?G/]37gh~lx""24",564,494
1934,casNs-day0.0840986778661443,Ne=:l%8x/P<_.o/U,695,314
1935,casOlease0.717674469424313,"Cab""zMCiw""e.1r9$",888,138
1936,casZ-20200.472053534574552,USx%zL_2seDRx'Zw,1270,272
1937,casT-news0.785704231107502,"Ac8IJsKH,4xtY.Tk",522,213
1938,caso-b1a20.196930101725263,WaQqK)2JxI(=dac=,564,494
1939,catLondon0.241866153357751,Exa~e4sZi*|fpD<^,1155,398
1940,cbsDeboot0.06523650331597,PaO{Vt7C`]U>=S63,1139,249
1941,celqtions0.928541351303743,Kaemj:V;+O6cOHt6,883,80
1942,celbories0.787277796005714,Ceu@fED9|vuEJDI1,477,120
1943,chazailer0.809383160871433,"MouDd/fn,XEARhBp",1028,366
1944,cha^ocols0.415218992759542,ThZNY!@M\pYayM>+,641,198
1945,chav-info0.155927920374121,"Ch09|}m/#L>>B,c+",1325,113
1946,chaqxtape0.791596225449345,"muy(D#""d02`vwt_^",79,64
1947,cheWvideo0.827091666362123,Ch}/.s=-@|1Fq16r,813,419
1948,che^lazer0.713916234292449,Ch97!0$/@S4T5hq*,792,411
1949,chiHction0.959223165019346,"LN=p+iC[&z'G,t&/",1191,452
1950,chiT-info0.9281399229264,"Ch>is/mh)U'1N4>""",843,85
1951,chrhction0.933256112361644,"Ac8IJsKH,4xtY.Tk",1339,376
1952,chri-info0.430225428754224,"Au~batJ,;f.6lL:q",808,221
1953,chrgction0.443712819009389,Ch\N&z=bZ=&gMu&a,1382,492
1954,chuPce-ep0.476551460007138,ChD/gLa:#OI[)X<;,1046,127
1955,cit[ction0.790554546504669,WaQqK)2JxI(=dac=,1044,371
1956,citC-info0.628161956787325,Na[d~rwEV/Fb!4Xx,987,452
1957,claXtream0.739474321265877,"ThkBRqR!+$x*1P,b",517,422
1958,claHation0.562993545013704,ClaY=zT$N)}BQQbq,414,349
1959,cliQation0.479185960474924,Clj%tDK2oO$3[iph,882,213
1960,clolnable0.189802865115657,BaM;gk|):j72N5{Y,988,53
1961,coaUmerch0.521716810531977,"Go3c2Ig,jvnN07&h",1152,68
1962,cobLlease0.915741485956668,go@c<p.bPWb1nLrF,1264,327
1963,cocOrages0.643160181216708,Cor@Q'R\w5wGe}S&,379,359
1964,cocP-info0.968849579208701,Cor@Q'R\w5wGe}S&,908,325
1965,cocgition0.791091775993842,Exa~e4sZi*|fpD<^,732,240
1966,col\rwear0.76379997597969,Wh4s0C3ZX.4>:.r),632,430
1967,comD-fw200.464548863057943,Fa]Q<i:(cxWB)=@v,1330,322
1968,comcvideo0.526776935453988,Am_vLn}4@<CF+x5j,622,201
1969,comw-20200.114153538784454,Fr^[vJTYzVZ*@MMT,217,212
1970,comRation0.0191896503911038,NiPea$n|Eu@<@>'L,852,353
1971,comcngway0.0828197973714946,Coi%hNfxcpJXpz^s,608,100
1972,com^unway0.761575282597649,Coi%hNfxcpJXpz^s,849,476
1973,conRakers0.324414322243096,Nes[8ukT8KBR8yVs,431,421
1974,conyrview0.58414107328066,"Cok^b""WS73\,8T/n",1281,359
1975,conn-date0.807875471582984,NiPea$n|Eu@<@>'L,176,72
1976,conr-info0.572803919078411,CoGXb3uT&^.NE9Qn,714,151
1977,conL-20200.426606525031246,CoGXb3uT&^.NE9Qn,672,353
1978,conftails0.870929748630253,CoGXb3uT&^.NE9Qn,619,397
1979,con[otion0.871010595817339,CoGXb3uT&^.NE9Qn,1131,295
1980,conR9388c0.139116544401669,CoGXb3uT&^.NE9Qn,1118,434
1981,conBh-top0.822539522448833,CoGXb3uT&^.NE9Qn,1193,441
1982,cone-info0.382585769729184,CoGXb3uT&^.NE9Qn,1347,249
1983,cons-info0.911394662802539,CoGXb3uT&^.NE9Qn,1054,159
1984,convlease0.274599119262816,CoGXb3uT&^.NE9Qn,393,276
1985,condlease0.612465115872714,CoGXb3uT&^.NE9Qn,1144,388
1986,conp-info0.590235612843712,CoGXb3uT&^.NE9Qn,949,478
1987,connation0.0851873448594056,CoGXb3uT&^.NE9Qn,764,429
1988,conK-info0.573965513558681,CoGXb3uT&^.NE9Qn,462,353
1989,conk9641c0.927046839411296,CoGXb3uT&^.NE9Qn,374,288
1990,copqlease0.966284028533708,"Mae2,AIc3m*y=!E,",698,378
1991,covkswear0.384564633753683,COVMD}#i05i9&HfJ,1079,202
1992,covTngdom0.578908924843519,"AS""ZPF.0!;=*0@][",395,228
1993,craY-look0.40597597910398,adgk-a@1D!Aw8\Z`,318,255
1994,cram-info0.995156826918807,"MouDd/fn,XEARhBp",1058,244
1995,cri_-news0.385923909957449,"Fo7kko'6z""5EpvSo",1101,86
1996,croi-info0.888252208990277,"CrOp!z_qi)6{,R[o",888,106
1997,crokalone0.760566540420845,"CrOp!z_qi)6{,R[o",715,48
1998,croMtails0.396208971651808,"CrOp!z_qi)6{,R[o",856,129
1999,crow-home0.0127810060365789,NiPea$n|Eu@<@>'L,731,322
2000,crowtions0.191622407083038,"CrOp!z_qi)6{,R[o",717,185
2001,croLation0.841205762722159,"CrOp!z_qi)6{,R[o",1090,403
2002,cru^oween0.153401573759908,"CrL""I(""{y}o:$1*z",796,390
2003,cruZ-info0.14139996196045,"CrL""I(""{y}o:$1*z",962,463
2004,cw-cnveil0.588370925487595,DC)DYqe!L)1<vPy&,1267,244
2005,cybUcycle0.361921751136107,"PoAqnL=>P9Qb""ZUa",1369,362
2006,cybs-info0.56632720100499,Fo[O[E}.[]E%gJ%P,1089,479
2007,cybdember0.324303832441506,Cy886rzx)M7^$'t),868,49
2008,dabVvideo0.99033936821166,"muy(D#""d02`vwt_^",736,428
2009,dai[ation0.751432963769766,"Lu}][@QV'}"";lLsD",352,389
2010,dairtails0.513978083627528,"Da""ND@My`uY|bA`/",519,356
2011,dalf-info0.811533234773877,"To{he^Wb.xvE#E},",1039,416
2012,damz-info0.190415617418326,"Da{*+_'2ciKe""Yf:",916,493
2013,dantm-key0.580107352162318,"PoAqnL=>P9Qb""ZUa",524,463
2014,danZ-20200.207435173528843,DasEqZ.FRi>29cm<,537,64
2015,dano-info0.320364519017002,DaDM#^zL4)57z&f[,888,371
2016,dave-sale0.975361807464692,"Au~batJ,;f.6lL:q",1238,167
2017,deansales0.836084914734392,Soa!teP|jRV[MDkX,1130,447
2018,denEation0.42566434337047,CoGXb3uT&^.NE9Qn,1261,198
2019,denLction0.661155796696317,Deks`&#I93h6rZR',1230,351
2020,denatream0.858351601191218,Deg%MX`9@78X?;8,748,120
2021,dept-20200.707355253817548,"Bl-{SVt-ES}hwdh""",919,172
2022,des[tails0.208110235584388,Byt{M$ms:#$|2#[,153,44
2023,desOsives0.0335172973350034,Me)=j(k#pe;yd0FE,1216,67
2024,devI-news0.112410606451587,"Ea|n]}H4S^AXqXr""",436,44
2025,dex_nding0.786020978572655,ShUAQ'&xNza6}kF,436,331
2026,diaz-20200.957519863762819,"YO,.bLrk`x1BUz>%",794,469
2027,dicn-fw200.604243906171941,DiRM^g~WFh{NU;=,1070,92
2028,dicF-info0.891347318274643,DiRM^g~WFh{NU;=,972,462
2029,diefrecap0.282283402417507,DiWH3P}F+qe.<57S,732,168
2030,dioh-heat0.0840117771383077,BaD!E3'8PNlv!MOm,1067,88
2031,dioUkbook0.0381031184075894,DiL%1<G?YSFM_/TR,710,280
2032,disfr-pan0.809394368182714,DiCo4(99zZ<nkafj,823,449
2033,disE-info0.340334364501625,DiCo4(99zZ<nkafj,678,209
2034,disgailer0.158912958390754,St6{Rrn)0w|WM/ep,540,470
2035,disS-spot0.845905436750805,St6{Rrn)0w|WM/ep,1152,210
2036,div^ln-cc0.237647954594266,"Ca?G/]37gh~lx""24",762,477
2037,doebirski0.12150520088309,Frk}V<$NLu}E0G_t,976,430
2038,doeftream0.993410296299661,Fu6Czv58.;T/6l`x,518,187
2039,dogdlease0.868311613234812,Dos!]u>Hu2Al%@Am,669,123
2040,doow-hack0.781762568411774,DO/?8&6FDwdoTbzA,709,217
2041,douP-show0.116581615970108,"do""hq2Gv(1b#'qX=",216,143
2042,dovo-info0.560534756786534,ad(;%f6iD'}9EHD[,1160,438
2043,dovQction0.780727645241284,Do%/7O'*gTm#xJ<,1104,388
2044,dovZurity0.494694996850205,SuUM.u7T\&9RNdZ6,802,496
2045,dr-ktails0.480307687948634,Me)=j(k#pe;yd0FE,909,211
2046,dr-glease0.926544278915371,"LN=p+iC[&z'G,t&/",604,372
2047,draL-info0.451818126941967,Dr|vm[-5p~56Y\mk,981,169
2048,draw-shop0.781573240732442,NiPea$n|Eu@<@>'L,1354,304
2049,drivrview0.699462190087669,Dr<?[*c*>8pb3qv],648,227
2050,driTkbook0.873469096430792,Dr<?[*c*>8pb3qv],686,188
2051,dtlcrview0.571382487715846,"Relp\+KJ?D,cWw0P",836,386
2052,duaevideo0.132917299596829,MuWC*=)*$xiqg6e],585,456
2053,dunY-20210.679391416621869,Def-|*oIQlo&?'XU,942,218
2054,dunR-info0.524375228466055,Du>gvleI!~].169,928,142
2055,dwaY-news0.553273932951203,"In98AI}ml,zlOK2-",913,410
2056,dwa^eveal0.109888923669906,"NBXL^)X,{GByhd5x",897,474
2057,ea-Xa-dlc0.233018786588591,St6{Rrn)0w|WM/ep,630,340
2058,easShomme0.878205822619957,AlY>1T/YzMG&[g<,1228,428
2059,ebaVeport0.583669678326697,Eb@*a7)nz-LaZaH!,1235,238
2060,ebaj-news0.346523567287393,Sn|_3Jh3aH4H\9H4,440,327
2061,eddd-info0.210655744460851,Alj|eiT8.;essHv+,1393,419
2062,eddms-old0.0756236228207267,Valn;3T$e+\)KRP9,989,495
2063,eddz-info0.83227115769698,"Au~batJ,;f.6lL:q",227,175
2064,ef-m-news0.161295758690697,RaYRYa*D$GGM>a>t,759,299
2065,el-q-info0.957564032253398,BrYvh.3i?G7^u?S6,602,91
2066,elenlease0.550515001856762,St6{Rrn)0w|WM/ep,640,225
2067,emiKvideo0.314085759891419,EmtaQo<_/>N4%n,180,81
2068,emi]psule0.595156941752688,EmtaQo<_/>N4%n,243,138
2069,emiV-info0.619994307077822,EmtaQo<_/>N4%n,241,113
2070,emogdster0.956387634278304,"PoAqnL=>P9Qb""ZUa",1169,388
2071,endtction0.163700642139184,Fa]Q<i:(cxWB)=@v,594,339
2072,epix-skin0.554994389068092,Epy?i3bV>(S@%6A5,546,415
2073,eridation0.207897967034753,DiWH3P}F+qe.<57S,225,217
2074,eriztures0.957229261413153,"Er_|#'`MsSqvZd,g",352,147
2075,erll-info0.135771293823346,HB*=>B`/UVV{^@$w,615,236
2076,espoorder0.429635106506144,MiUaU$CaeJTN%h]2,343,151
2077,estwfolio0.887867874995036,DiCo4(99zZ<nkafj,981,167
2078,ethK-info0.250582866720629,Bu<XWG!0>(3rTJ6W,1293,238
2079,etujation0.0817298363167827,Ét2:1))2]qB2`9;^,1233,363
2080,evav-info0.189365273539069,EvNj<oQp|97~m6T3,371,350
2081,evao-info0.800771910741984,EvNj<oQp|97~m6T3,677,287
2082,eveO-20200.133909163780854,"PabvI!bnb537$Ia""",327,293
2083,evidkbook0.918814395976412,Ev471)>6*&7w5F$/,443,411
2084,excnkbook0.0526570143120245,Lo:}7^:YFSc4xYIs,833,166
2085,facD-info0.708140752833334,Anm-M&BQR&6@{+j6,877,75
2086,facYpdate0.606842621081197,"FaF""h2k2):kN8yS8",1132,491
2087,facWmodel0.632612765019562,"FaF""h2k2):kN8yS8",462,103
2088,faci-20210.572909661690463,Far#tN|`v-FeG_5,1064,53
2089,falBaunch0.293270956450238,FaO'pD]shLP/79~],888,214
2090,fal]-skin0.376612949914604,Se\*s-to3g:U55I,268,147
2091,falTstume0.655235824614018,"Go6!jpuGx_\`,Q?W",1309,376
2092,fasq-20210.314181253314977,Pr}$*Jo.d%d+0s:I,431,194
2093,fasvbetak0.114570256011772,"PaEhhlt""U6s0p86y",1143,204
2094,fas\ports0.961836682505375,"Unw,S_NRX5R[5QO3",472,84
2095,fc-Rction0.268881436057542,ThR;D3{~lU?X|s}e,795,57
2096,fc-gation0.657124921150335,ThR;D3{~lU?X|s}e,1214,337
2097,feaL-info0.300579584099971,EroVS}IX'D)PeNr9,1393,435
2098,feaPlease0.591399048050992,FeUN(1^>@V@m>bN,147,90
2099,feaotream0.599849456220965,Al_w1b7Rgo1[d5(t,461,143
2100,feaY-west0.615075515353032,Ty+h_hdd[#t[6fKw,812,257
2101,fel[erior0.487026880128615,FeoX>BR1GN!6@X7z,1205,441
2102,fenrtails0.893633418351984,Fe78SgP;|kvD'e'a,1086,148
2103,fenyation0.262604143412467,CoGXb3uT&^.NE9Qn,1041,477
2104,fiai-look0.148885370977805,Fi\-k&Pwqlbv|LKo,1226,278
2105,filAlease0.891180312163379,"FiG.r>KA{~,~?qOR",903,96
2106,finYwitch0.725249802330395,Fi/YJAQ/2Ig){X[x,1014,168
2107,firE-info0.0149322984841449,Ap!FulqmT[82a2/E,713,420
2108,firbatman0.629386352325578,"CohQfgjk)#q=""Hq",184,119
2109,fivevideo0.737365160922591,"muy(D#""d02`vwt_^",1170,160
2110,fka]ntine0.968577157714527,FK{9.G1N&tPjkT?H,902,53
2111,flaNeware0.975553066839824,"Ca1Bl]5C}N]-#wP""",802,391
2112,fleSt-1000.301051176677487,Fl2C4(KrPVPy[<wN,452,272
2113,fleQiktok0.539029133826789,BihAmF)5<\E@$eM,1241,324
2114,fligvideo0.124529520392528,"muy(D#""d02`vwt_^",1208,392
2115,folX-20200.618572532441768,"Fo2""SSFT1""P_[fJz",1043,274
2116,fooSeries0.18319962053891,adgk-a@1D!Aw8\Z`,1134,157
2117,fooP-date0.964598487140991,Fo=x|~/{0$1SvZZJ,1136,342
2118,foo`ation0.94487434140492,Fo=x|~/{0$1SvZZJ,939,59
2119,foo^-info0.74299900363021,ad(;%f6iD'}9EHD[,818,281
2120,foogstock0.86344576675272,NiPea$n|Eu@<@>'L,880,461
2121,forYyonce0.446231832535195,"Se]'KKK]G0,Sd,A/",632,429
2122,forPition0.637135541795617,FonU]s_e#15bXv*5,1005,50
2123,foraacher0.266564433656085,LeT0LTT*J:K:p?0:,742,158
2124,forB-info0.200984611420795,"Ac8IJsKH,4xtY.Tk",1049,58
2125,fouztball0.108838121660881,"Fo$,yYVL[z4q;J+%",969,78
2126,fraM-20200.617810934985263,frUg|tv^erM5|zD,1224,362
2127,fraUation0.791196928345983,frUg|tv^erM5|zD,684,495
2128,fraJ-info0.856158646531525,NiPea$n|Eu@<@>'L,976,244
2129,fraR-info0.999476350871876,"BoJmlDA""J>GDp<X=",674,363
2130,fraTrview0.120656877027335,St2R&tIS$+|WSi,696,209
2131,frebstory0.368645173381178,Fr^[vJTYzVZ*@MMT,319,272
2132,frepchine0.995708853470557,Fr:/XB!_o<L/RsL',709,198
2133,fre`ailer0.649834721377344,"MouDd/fn,XEARhBp",740,489
2134,freS-info0.0307541784891114,Tax<D<H{`t:I^{4*,781,433
2135,friWition0.761658509814949,FrDQkLb.xo{dr!^,900,243
2136,frietails0.457983068727706,"Lo""J""X8D1St}Zl\A",614,106
2137,futx-info0.584587545891494,FuOomx-xOFrHWDSN,191,101
2138,g-sMlease0.871116343515905,"G-8`o1/7u2,URM:",438,285
2139,g-sMlease0.418426462734431,WaQqK)2JxI(=dac=,1163,258
2140,g-ssaf-8a0.198961284294783,"Ac8IJsKH,4xtY.Tk",467,69
2141,gabdtream0.114238540070466,Al_w1b7Rgo1[d5(t,296,287
2142,gapfation0.919525710582639,"Ga!CG~f);1M@a-R,",184,390
2143,garCnando0.476373097378802,"GaX_@zC*qk|""!58",297,57
2144,garP-info0.852966222301545,Sm{V@uhszn{=\'DL,398,178
2145,geon-info0.390541123360001,GeO;)[Pn>dK)66$[,580,308
2146,geoQition0.0657689689850212,GenUf@rQF8bi;Vq`,471,422
2147,gerDecord0.782768006175508,Soa!teP|jRV[MDkX,396,312
2148,ghoM-plus0.107867951466383,Ga?%G!/m1PzuNFtA,1062,418
2149,ghoM-look0.724481847761271,"Relp\+KJ?D,cWw0P",870,86
2150,giaStails0.276054846005719,Ho&KCs7cGx'2lH3@,1198,464
2151,giastails0.931997481342803,DiCo4(99zZ<nkafj,448,66
2152,gilX-info0.673779545165827,GiUuf?#;;zj&bn&W,416,304
2153,givnne-ep0.919072774697353,"Sn6/:lqV&S""sg8@\",696,68
2154,gleAoject0.0114027774617638,DiWH3P}F+qe.<57S,141,47
2155,glo\lease0.474990919735643,PaKy!>LG{nFCTyt@,701,346
2156,gmbF-info0.920850179528704,AS&imOs*;/:L*GK,381,80
2157,gmcrlease0.109788548800866,TrU9*Ns%~>'jQ5G/,1202,254
2158,gmcGeague0.130130442474606,Epy?i3bV>(S@%6A5,539,500
2159,godxideos0.611996323432813,"Go6!jpuGx_\`,Q?W",615,351
2160,godwunced0.699920880380529,AnPoI\$xgW.:kgQ{,552,450
2161,golg-info0.759295613538314,Gow8/05wA(se~vRI,729,364
2162,goldeaker0.908243553574359,"SnN\QXT\nbyI;j*,",571,434
2163,goozshirt0.58295785987757,Goi2mZNvbu;^Ic=g,1309,147
2164,gooQ-info0.0583839885999392,Go`Y%6ru`GH.<.m,495,408
2165,good0-usd0.74711090598206,Go`Y%6ru`GH.<.m,1202,107
2166,gooVpdate0.226694710898972,Au>5iCde(OjpqSdh,1269,114
2167,goow-news0.719811314858382,Ho&KCs7cGx'2lH3@,377,83
2168,gooe-info0.969098940413816,Go`Y%6ru`GH.<.m,1302,391
2169,gooPgoals0.250281007091834,Go`Y%6ru`GH.<.m,273,63
2170,goopwsuit0.792898165804095,Ap!FulqmT[82a2/E,562,343
2171,gooQlinks0.239276910558338,Go`Y%6ru`GH.<.m,1003,394
2172,gorSement0.01665017712644,"GoR""gO[(;7.8u#>?",124,52
2173,gorDtream0.518709450027004,"GoR""gO[(;7.8u#>?",862,269
2174,gorB-date0.372494900896301,"GoR""gO[(;7.8u#>?",874,221
2175,gozd-info0.822156727791698,Ho&KCs7cGx'2lH3@,377,152
2176,graT-info0.916172151812893,"Um,.^7.6;6U.|<&",260,78
2177,graT-news0.225563635686067,"Ac8IJsKH,4xtY.Tk",958,88
2178,graJ-info0.0919008768212878,NiPea$n|Eu@<@>'L,260,216
2179,graP-news0.0957725588766641,EntA}Jv0:d]sn=:J,1304,240
2180,griL-info0.317011923968328,Gr=`hqR(';a`0J1),1257,214
2181,groo-info0.574825602868255,ToOYo&o|?(;MH>V:,943,155
2182,growwatch0.996790287923668,"Ac8IJsKH,4xtY.Tk",541,177
2183,gucTkbook0.247005765165333,Gu5O-Ixr@HB!y+N?,1015,481
2184,gucmcents0.65523881401748,"Ca1Bl]5C}N]-#wP""",1279,236
2185,gucJrtual0.0619920732802848,Gu5O-Ixr@HB!y+N?,457,377
2186,guca-info0.799921926600473,Gu5O-Ixr@HB!y+N?,779,269
2187,gueErview0.347835481972444,"BoJmlDA""J>GDp<X=",1358,56
2188,guemlease0.076966929069926,Co$mc>0IB/4/.-q,1374,496
2189,guiDlides0.507706827031586,SadDBf7oQp2W{/UY,798,494
2190,guinrview0.522723227149858,"Guu/+N7u!.x4""zo3",1013,90
2191,guiLbilia0.685222632361016,Gh>$7ru=Skp@mj)_,1143,490
2192,gyuwelves0.996866029793292,NiPea$n|Eu@<@>'L,396,251
2193,hage-20200.219861661951713,Goynq'kB.nGZ$-4,773,421
2194,hamI-fw200.12949141173022,VipZx1>S^s?}%X(},171,83
2195,haneogers0.60321143481299,MaFp'U<&L27b1lb+,1166,155
2196,harr-look0.933629696702346,"BimPq8>>,\we!fXR",1294,284
2197,harkeport0.235249524818379,me\/|)!/u;lHsGKt,858,387
2198,harYumors0.574899803552515,"Ja9<1F2\::?C,$Z=",763,382
2199,hasX-info0.377460557952675,HahVnSi+5;7HCE]%,958,171
2200,hasklease0.16009861662797,"To{he^Wb.xvE#E},",1728,468
2201,hayuvideo0.719888005840532,AnPoI\$xgW.:kgQ{,747,78
2202,hboberies0.652217709319632,HB?H:J^S0~R&dr'k,1338,376
2203,hboE-20200.137553644300521,HB?H:J^S0~R&dr'k,404,267
2204,hbog-news0.725458876126343,DC)DYqe!L)1<vPy&,763,323
2205,heaP-edna0.383497672365788,Dr|vm[-5p~56Y\mk,1210,128
2206,helD-juul0.593639180027166,HEy]ZrVB$pr=G#q(,1380,439
2207,helIigure0.396629289458101,He$pC8:M`V5O<mu,384,231
2208,helfation0.538494364097924,He!q;[1y^MFmE~W',1085,262
2209,hel_nners0.666365317207765,HeB&4=>+\[lCAR0G,1367,172
2210,helztails0.563598378598318,"Phr,Q)GQ6W*uZwb/",609,133
2211,henkprice0.581233008116476,FonU]s_e#15bXv*5,878,152
2212,herfchair0.0553945842282859,Hei1pwI/J_>B$eYQ,330,243
2213,herAnings0.163940117429876,"HePEv4)}""IO|)f`a",322,125
2214,hers-20200.0596337799394938,He@H.e{jPXaUHUF(,1022,135
2215,heryinter0.0307198944930679,He@H.e{jPXaUHUF(,413,113
2216,herHchair0.330213509159442,Mo#QXcari>l+Riu},1218,486
2217,heyfation0.406163628836948,adgk-a@1D!Aw8\Z`,911,273
2218,hg-z-info0.209249251662524,"Ba-HmJ_DYP!,P?$",1094,337
2219,himw4-suv0.68700589906312,"LaK!4',JKJ+Mjs2",1220,500
2220,hirxwatch0.123405778334996,"Ac8IJsKH,4xtY.Tk",819,247
2221,hirUtream0.835309437166011,"Hi8B2pV%U5#w=,~[",1352,488
2222,hm-sshion0.0134730915822959,H&Aq[4)^kbKt6{(,907,191
2223,hokGation0.35749438180237,HOa-{[Y&?zSwE>)1,819,72
2224,honneason0.448141260556207,"Ho,m,W<b=,QhJxE&",1118,64
2225,honZllery0.898877555685247,Hot4zk$8eV3*1v#c,858,389
2226,hooiliver0.699382952738633,Ho|eV&zOW\n_||U=,380,120
2227,horzlease0.747689066727196,"Ac8IJsKH,4xtY.Tk",785,282
2228,howjvideo0.220954746434461,Vie^>Yv$m>^2.57},878,164
2229,howNrdans0.898129872495033,Ai{M^:N5|<_)[G=0,830,385
2230,howHhicks0.493608103059911,Do%/7O'*gTm#xJ<,76,42
2231,hubMclock0.384335996103076,"Cly4gl?,yhv\6$,R",67,41
2232,hucglease0.32334798599316,WaQqK)2JxI(=dac=,942,228
2233,huf]geles0.179650904002399,HuhwPvm:t.$Wh4VV,744,222
2234,hutPation0.646188340441156,HuhwPvm:t.$Wh4VV,954,415
2235,hyeM-info0.0443094484539039,Hy/k;Vw!?tOneOP#,468,446
2236,hykojapan0.765524299234656,ad(;%f6iD'}9EHD[,1278,279
2237,hymqtails0.0565932287288128,HYM}Z}KW/e9/-3d,1068,53
2238,hyppprice0.0490656327562782,"Relp\+KJ?D,cWw0P",517,41
2239,hypgprice0.0462017586065802,"Relp\+KJ?D,cWw0P",1001,495
2240,hypX-info0.661860161397538,Hyir{5v&BlbH3'A3,402,284
2241,hypi-more0.198923523128948,Dr|vm[-5p~56Y\mk,851,260
